work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Id
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,DSS-00778
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,DSS-00779
2023,SE,FT,ML Engineer,260000,USD,260000,CA,100,CA,M,DSS-00780
2023,SE,FT,ML Engineer,110000,USD,110000,CA,100,CA,M,DSS-00781
2023,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,DSS-00782
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M,DSS-00783
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,DSS-00784
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,DSS-00785
2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M,DSS-00786
2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M,DSS-00787
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,DSS-00788
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,DSS-00789
2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M,DSS-00790
2023,MI,FT,Data Scientist,106250,USD,106250,US,0,US,M,DSS-00791
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,DSS-00792
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,DSS-00793
2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,DSS-00794
2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,DSS-00795
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,DSS-00796
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,DSS-00797
2023,EX,FT,Data Engineer,167500,USD,167500,US,0,US,M,DSS-00798
2023,EX,FT,Data Engineer,106500,USD,106500,US,0,US,M,DSS-00799
2023,SE,FT,Data Architect,188500,USD,188500,US,100,US,M,DSS-00800
2023,SE,FT,Data Architect,117000,USD,117000,US,100,US,M,DSS-00801
2023,SE,FT,Data Analyst,250000,USD,250000,US,100,US,M,DSS-00802
2023,SE,FT,Data Analyst,138000,USD,138000,US,100,US,M,DSS-00803
2023,MI,FT,Data Analyst,130000,USD,130000,CA,100,CA,M,DSS-00804
2023,MI,FT,Data Analyst,100000,USD,100000,CA,100,CA,M,DSS-00805
2023,SE,FT,Deep Learning Researcher,115000,EUR,123405,DE,0,DE,L,DSS-00806
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,DSS-00807
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-00808
2023,SE,FT,BI Analyst,160000,USD,160000,US,0,US,M,DSS-00809
2023,SE,FT,BI Analyst,135000,USD,135000,US,0,US,M,DSS-00810
2023,MI,FT,Data Science Manager,104500,USD,104500,US,0,US,M,DSS-00811
2023,MI,FT,Data Science Manager,70000,USD,70000,US,0,US,M,DSS-00812
2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,M,DSS-00813
2023,MI,FT,Data Science Consultant,70000,USD,70000,US,0,US,M,DSS-00814
2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M,DSS-00815
2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,M,DSS-00816
2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,M,DSS-00817
2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,M,DSS-00818
2023,MI,FT,Research Scientist,185000,USD,185000,US,100,US,M,DSS-00819
2023,MI,FT,Research Scientist,125000,USD,125000,US,100,US,M,DSS-00820
2023,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M,DSS-00821
2023,SE,FT,Data Analyst,94000,USD,94000,US,100,US,M,DSS-00822
2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,M,DSS-00823
2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,M,DSS-00824
2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M,DSS-00825
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,DSS-00826
2023,SE,FT,Data Analyst,161500,USD,161500,US,100,US,M,DSS-00827
2023,SE,FT,Data Analyst,119500,USD,119500,US,100,US,M,DSS-00828
2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M,DSS-00829
2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,DSS-00830
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,DSS-00831
2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M,DSS-00832
2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,M,DSS-00833
2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,M,DSS-00834
2023,SE,FT,Research Scientist,215000,USD,215000,US,0,US,M,DSS-00835
2023,SE,FT,Research Scientist,146300,USD,146300,US,0,US,M,DSS-00836
2023,EN,FT,AI Developer,200000,EUR,214618,DE,100,DE,L,DSS-00837
2023,MI,FT,Data Engineer,72000,USD,72000,MX,100,MX,M,DSS-00838
2023,MI,FT,Data Engineer,60000,USD,60000,MX,100,MX,M,DSS-00839
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,DSS-00840
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,DSS-00841
2023,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M,DSS-00842
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-00843
2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M,DSS-00844
2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M,DSS-00845
2023,MI,FT,Research Scientist,340000,USD,340000,US,100,US,M,DSS-00846
2023,MI,FT,Research Scientist,150000,USD,150000,US,100,US,M,DSS-00847
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,DSS-00848
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,DSS-00849
2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M,DSS-00850
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-00851
2023,MI,FT,Data Scientist,60000,EUR,64385,FR,50,FR,M,DSS-00852
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,DSS-00853
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,DSS-00854
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,DSS-00855
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,DSS-00856
2023,SE,FL,Software Data Engineer,50000,USD,50000,NG,50,AU,M,DSS-00857
2023,EN,FT,Data Analyst,100000,USD,100000,UZ,100,US,L,DSS-00858
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,DSS-00859
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,DSS-00860
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,DSS-00861
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,DSS-00862
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,DSS-00863
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,DSS-00864
2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M,DSS-00865
2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-00866
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,DSS-00867
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,DSS-00868
2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M,DSS-00869
2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,DSS-00870
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,DSS-00871
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,DSS-00872
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,DSS-00873
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,DSS-00874
2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M,DSS-00875
2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,DSS-00876
2023,MI,FT,Data Analyst,80000,GBP,97218,GB,0,GB,M,DSS-00877
2023,MI,FT,Data Analyst,40000,GBP,48609,GB,0,GB,M,DSS-00878
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,DSS-00879
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,DSS-00880
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-00881
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,DSS-00882
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,DSS-00883
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,DSS-00884
2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,DSS-00885
2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,DSS-00886
2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-00887
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,DSS-00888
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,DSS-00889
2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M,DSS-00890
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,DSS-00891
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,DSS-00892
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,DSS-00893
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,DSS-00894
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,DSS-00895
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-00896
2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M,DSS-00897
2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M,DSS-00898
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,DSS-00899
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,DSS-00900
2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S,DSS-00901
2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S,DSS-00902
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,DSS-00903
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,DSS-00904
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-00905
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-00906
2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,M,DSS-00907
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,DSS-00908
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,DSS-00909
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,DSS-00910
2023,SE,FT,Data Engineer,121500,USD,121500,US,100,US,M,DSS-00911
2023,SE,FT,Data Engineer,78000,USD,78000,US,100,US,M,DSS-00912
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M,DSS-00913
2023,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M,DSS-00914
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,DSS-00915
2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M,DSS-00916
2023,MI,FT,Data Analyst,65000,GBP,78990,GB,100,GB,M,DSS-00917
2023,MI,FT,Data Analyst,36050,GBP,43809,GB,100,GB,M,DSS-00918
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,DSS-00919
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,DSS-00920
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,DSS-00921
2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M,DSS-00922
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,DSS-00923
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,DSS-00924
2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M,DSS-00925
2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,M,DSS-00926
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,DSS-00927
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,DSS-00928
2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M,DSS-00929
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-00930
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,DSS-00931
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,DSS-00932
2023,MI,FT,Data Engineer,105000,GBP,127599,GB,0,GB,M,DSS-00933
2023,MI,FT,Data Engineer,85000,GBP,103294,GB,0,GB,M,DSS-00934
2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,DSS-00935
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,DSS-00936
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,DSS-00937
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-00938
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,DSS-00939
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,DSS-00940
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M,DSS-00941
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M,DSS-00942
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,DSS-00943
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,DSS-00944
2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M,DSS-00945
2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M,DSS-00946
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-00947
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-00948
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-00949
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,DSS-00950
2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,DSS-00951
2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,DSS-00952
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,DSS-00953
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,DSS-00954
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,DSS-00955
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,DSS-00956
2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,DSS-00957
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,DSS-00958
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M,DSS-00959
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,DSS-00960
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,DSS-00961
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,DSS-00962
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,DSS-00963
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,DSS-00964
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,DSS-00965
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,DSS-00966
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,DSS-00967
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,DSS-00968
2023,EN,FT,Data Analyst,30000,USD,30000,IN,50,IN,M,DSS-00969
2023,MI,FT,Research Scientist,185000,USD,185000,US,0,US,M,DSS-00970
2023,MI,FT,Research Scientist,125000,USD,125000,US,0,US,M,DSS-00971
2022,EN,PT,Data Analyst,34320,USD,34320,US,100,US,S,DSS-00972
2022,MI,FT,Business Data Analyst,48000,BRL,9289,BR,100,BR,M,DSS-00973
2023,SE,FT,Head of Data,70000,EUR,75116,PT,100,PT,L,DSS-00974
2022,EX,FT,Data Science Manager,106000,USD,106000,UZ,0,RU,L,DSS-00975
2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M,DSS-00976
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,DSS-00977
2023,SE,FT,Data Analyst,122000,USD,122000,US,100,US,M,DSS-00978
2023,SE,FT,Data Analyst,93800,USD,93800,US,100,US,M,DSS-00979
2023,SE,FT,Data Science Manager,150000,USD,150000,MX,100,MX,M,DSS-00980
2023,SE,FT,Data Science Manager,90000,USD,90000,MX,100,MX,M,DSS-00981
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,DSS-00982
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,DSS-00983
2023,EN,FT,Computer Vision Engineer,220000,USD,220000,US,0,US,M,DSS-00984
2023,SE,FT,BI Data Analyst,67000,EUR,71897,DE,100,DE,M,DSS-00985
2023,EN,FT,AI Developer,60000,EUR,64385,DE,0,DE,M,DSS-00986
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-00987
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-00988
2023,SE,FT,Data Analyst,1300000,INR,15806,IN,100,IN,S,DSS-00989
2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,DSS-00990
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M,DSS-00991
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,DSS-00992
2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,DSS-00993
2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,DSS-00994
2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,DSS-00995
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-00996
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-00997
2023,MI,FT,Data Scientist,40000,USD,40000,FR,50,FR,L,DSS-00998
2023,SE,FT,Data Science Consultant,1000000,THB,29453,TH,50,TH,M,DSS-00999
2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,DSS-01000
2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,DSS-01001
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,DSS-01002
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,DSS-01003
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,DSS-01004
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,DSS-01005
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,DSS-01006
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,DSS-01007
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,DSS-01008
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,DSS-01009
2023,SE,FT,Data Analyst,152380,USD,152380,US,0,US,M,DSS-01010
2023,SE,FT,Data Analyst,121904,USD,121904,US,0,US,M,DSS-01011
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,DSS-01012
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,DSS-01013
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,DSS-01014
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,DSS-01015
2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,M,DSS-01016
2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M,DSS-01017
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,DSS-01018
2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,DSS-01019
2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,DSS-01020
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,DSS-01021
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,DSS-01022
2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S,DSS-01023
2023,SE,FT,Research Engineer,80000,EUR,85847,DE,100,DE,S,DSS-01024
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M,DSS-01025
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M,DSS-01026
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,DSS-01027
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,DSS-01028
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,DSS-01029
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,DSS-01030
2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M,DSS-01031
2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,DSS-01032
2023,SE,FT,Data Manager,60027,GBP,72946,GB,0,GB,M,DSS-01033
2023,SE,FT,Data Manager,44737,GBP,54365,GB,0,GB,M,DSS-01034
2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M,DSS-01035
2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,M,DSS-01036
2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M,DSS-01037
2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,DSS-01038
2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,DSS-01039
2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,DSS-01040
2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,DSS-01041
2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,DSS-01042
2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,DSS-01043
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,DSS-01044
2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M,DSS-01045
2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,M,DSS-01046
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01047
2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,DSS-01048
2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M,DSS-01049
2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M,DSS-01050
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,DSS-01051
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,DSS-01052
2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,DSS-01053
2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,DSS-01054
2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,DSS-01055
2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,DSS-01056
2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M,DSS-01057
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,DSS-01058
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,DSS-01059
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,DSS-01060
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,DSS-01061
2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,DSS-01062
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,DSS-01063
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,DSS-01064
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,DSS-01065
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,DSS-01066
2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M,DSS-01067
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,DSS-01068
2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,DSS-01069
2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M,DSS-01070
2023,MI,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L,DSS-01071
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-01072
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,DSS-01073
2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M,DSS-01074
2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M,DSS-01075
2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,DSS-01076
2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,DSS-01077
2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,DSS-01078
2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,DSS-01079
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,DSS-01080
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,DSS-01081
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,DSS-01082
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,DSS-01083
2023,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M,DSS-01084
2023,SE,FT,Data Engineer,65000,USD,65000,US,100,US,M,DSS-01085
2023,SE,FT,Research Engineer,230000,USD,230000,US,0,US,M,DSS-01086
2023,SE,FT,Research Engineer,148000,USD,148000,US,0,US,M,DSS-01087
2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,100,CA,M,DSS-01088
2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,100,CA,M,DSS-01089
2023,SE,FT,Analytics Engineer,197000,USD,197000,US,0,US,M,DSS-01090
2023,SE,FT,Analytics Engineer,106000,USD,106000,US,0,US,M,DSS-01091
2023,MI,FT,Deep Learning Engineer,150000,USD,150000,US,100,US,M,DSS-01092
2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M,DSS-01093
2023,SE,FT,Data Engineer,290000,USD,290000,US,100,US,M,DSS-01094
2023,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,DSS-01095
2023,SE,FT,Data Engineer,192000,USD,192000,US,0,US,M,DSS-01096
2023,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M,DSS-01097
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,DSS-01098
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,DSS-01099
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,DSS-01100
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,DSS-01101
2023,SE,FT,Analytics Engineer,175000,USD,175000,US,0,US,M,DSS-01102
2023,SE,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,DSS-01103
2023,SE,FT,Data Manager,169000,USD,169000,US,0,US,M,DSS-01104
2023,SE,FT,Data Manager,100000,USD,100000,US,0,US,M,DSS-01105
2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M,DSS-01106
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,DSS-01107
2023,MI,FT,Data Engineer,95000,GBP,115447,GB,100,GB,L,DSS-01108
2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,S,DSS-01109
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,S,DSS-01110
2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,DSS-01111
2023,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,DSS-01112
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-01113
2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,DSS-01114
2023,SE,FT,Data Engineer,137500,USD,137500,US,100,US,M,DSS-01115
